timestamp,open,high,low,close,volume
2026-09-04 10:32:04.492587,100.0,100.42467533118459,99.7066064229641,100.35249065566636,202
2026-09-04 10:37:04.492587,100.44631473575308,100.46736616255332,99.80893071105646,100.44631473575308,535
2026-09-04 10:42:04.492587,100.23893241855035,100.72606291207425,100.17011631028808,100.23893241855035,960
2026-09-04 10:47:04.492587,100.61432536134505,100.67985039800065,100.06661280770068,100.61432536134505,370
2026-09-04 10:52:04.492587,100.48523296207688,100.70651648442912,100.21535496743027,100.48523296207688,206
2026-09-04 10:57:04.492587,99.97569656939284,100.51063540995123,99.72580782483286,99.97569656939284,171
2026-09-04 11:02:04.492587,100.94825437663623,100.97892166813946,99.79429912431186,100.94825437663623,800
2026-09-04 11:07:04.492587,100.53957729907481,101.04487891238648,100.42561162939512,100.53957729907481,120
2026-09-04 11:12:04.492587,99.49377746423117,100.79232540522808,99.49068079622882,99.49377746423117,714
2026-09-04 11:17:04.492587,99.48008924143859,99.65735216667449,99.26916834754522,99.48008924143859,221
2026-09-04 11:22:04.492587,99.10092568117948,99.57157237118243,99.08805007101928,99.10092568117948,566
2026-09-04 11:27:04.492587,99.27337684870184,99.28939431577234,99.05264965485064,99.27337684870184,314
2026-09-04 11:32:04.492587,99.9901345923468,100.20329333405667,98.7736250203741,99.9901345923468,430
2026-09-04 11:37:04.492587,100.73029887293289,101.16204457760551,99.74377891700358,100.73029887293289,558
2026-09-04 11:42:04.492587,100.62313663130479,100.86813771502574,100.47757000847162,100.62313663130479,187
2026-09-04 11:47:04.492587,100.31360195112731,100.69436859738266,100.30922577625955,100.31360195112731,472
2026-09-04 11:52:04.492587,100.92262717000557,101.00051877486626,100.22504148214618,100.92262717000557,199
2026-09-04 11:57:04.492587,101.11174047737599,101.49850843756161,100.90643300881665,101.11174047737599,971
2026-09-04 12:02:04.492587,100.90351229560031,101.28324112769361,100.75988663963537,100.90351229560031,763
2026-09-04 12:07:04.492587,100.42777642027629,101.01074431563612,100.20847064897731,100.42777642027629,230
2026-09-04 12:12:04.492587,100.641782840771,101.13572261378452,100.33138059247571,100.641782840771,761
2026-09-04 12:17:04.492587,101.10501102008116,101.27252729843379,100.50634562765458,101.10501102008116,408
2026-09-04 12:22:04.492587,102.04117057874153,102.12044536675441,100.97988776103458,102.04117057874153,869
2026-09-04 12:27:04.492587,101.77993983897524,102.04377735869484,101.70438592058062,101.77993983897524,443
2026-09-04 12:32:04.492587,101.81135213884183,101.91167141191106,101.75055076039116,101.81135213884183,591
2026-09-04 12:37:04.492587,101.90166362571193,102.09462574217763,101.59838590826922,101.90166362571193,513
2026-09-04 12:42:04.492587,101.95601952552562,101.97717225493118,101.71753028256931,101.95601952552562,905
2026-09-04 12:47:04.492587,101.84265829775094,102.08662918773557,101.62212080465841,101.84265829775094,485
2026-09-04 12:52:04.492587,100.91775682916882,102.07638454644105,100.72068046974368,100.91775682916882,291
2026-09-04 12:57:04.492587,100.37078662463459,101.4936482078633,100.21015109163206,100.37078662463459,376
2026-09-04 13:02:04.492587,100.36835815230907,100.44745128588777,100.27585278026872,100.36835815230907,260
2026-09-04 13:07:04.492587,99.81210947514435,100.54180405210435,99.6204267079017,99.81210947514435,559
2026-09-04 13:12:04.492587,100.02116873612215,100.39847434527928,99.35744044354085,100.02116873612215,413
2026-09-04 13:17:04.492587,100.09465606135076,100.2025779016675,99.72150960864776,100.09465606135076,121
2026-09-04 13:22:04.492587,100.0889343376159,100.17732687887549,100.06075462672243,100.0889343376159,352
2026-09-04 13:27:04.492587,100.52501526729262,100.78508429689192,99.8202295848024,100.52501526729262,847
2026-09-04 13:32:04.492587,100.95007555835454,101.0289435486475,100.5240760683579,100.95007555835454,956
2026-09-04 13:37:04.492587,100.16466956659073,101.24604531339425,100.0853147103365,100.16466956659073,660
2026-09-04 13:42:04.492587,99.27304403550797,100.21329645867213,99.20759935823479,99.27304403550797,574
2026-09-04 13:47:04.492587,99.52633168634424,99.55185264520051,99.20472587431823,99.52633168634424,158
2026-09-04 13:52:04.492587,100.58577479245923,100.89508214355354,99.33642787730847,100.58577479245923,610
2026-09-04 13:57:04.492587,100.28732612667785,100.60801559242128,99.93751223984353,100.28732612667785,781
2026-09-04 14:02:04.492587,99.61662437770477,100.61166505086655,99.38708038313976,99.61662437770477,575
2026-09-04 14:07:04.492587,100.31142579177806,100.48247389555402,99.41121202591765,100.31142579177806,799
2026-09-04 14:12:04.492587,100.75284462203275,100.8427054992519,100.22769789794354,100.75284462203275,882
2026-09-04 14:17:04.492587,100.38875499735109,101.11322221583407,100.29521158185146,100.38875499735109,289
2026-09-04 14:22:04.492587,99.61303802530576,100.49085364126661,99.46644779829701,99.61303802530576,786
2026-09-04 14:27:04.492587,99.71071126157923,99.82190024113416,99.58749105961297,99.71071126157923,662
2026-09-04 14:32:04.492587,98.9304327253606,100.11078087940045,98.69040637781457,98.9304327253606,975
2026-09-04 14:37:04.492587,99.53112294746946,99.56108969073738,98.90225125174634,99.53112294746946,666
2026-09-04 14:42:04.492587,99.70833274002929,100.0843952577198,99.33784454707497,99.70833274002929,343
2026-09-04 14:47:04.492587,99.4528605063858,99.95041246665662,99.42261331328736,99.4528605063858,931
2026-09-04 14:52:04.492587,99.26559972684056,99.71110372901305,99.1124978536791,99.26559972684056,604
2026-09-04 14:57:04.492587,99.4767566076726,99.73833946760648,98.86747981692508,99.4767566076726,230
2026-09-04 15:02:04.492587,99.04798216484205,99.64475768299708,98.69172394943678,99.04798216484205,584
2026-09-04 15:07:04.492587,98.70927433098467,99.35774790080687,98.64064851816384,98.70927433098467,918
2026-09-04 15:12:04.492587,98.80120208818946,98.91678151520922,98.28234608138318,98.80120208818946,746
2026-09-04 15:17:04.492587,98.91462649917985,99.24571882425563,98.70861700377672,98.91462649917985,120
2026-09-04 15:22:04.492587,98.95790940644112,99.07648595293318,98.77862563235625,98.95790940644112,940
2026-09-04 15:27:04.492587,98.82620648400749,99.01404038150928,98.70541130010794,98.82620648400749,266
2026-09-04 15:32:04.492587,98.55158003032534,99.04556573489576,98.1289575989337,98.55158003032534,373
2026-09-04 15:37:04.492587,98.30237671897211,98.61645911983882,98.197454918846,98.30237671897211,487
2026-09-04 15:42:04.492587,99.8958933880086,99.91272609221019,98.10785014559235,99.8958933880086,700
2026-09-04 15:47:04.492587,100.6681308073625,100.7369444336429,99.7106468794316,100.6681308073625,415
2026-09-04 15:52:04.492587,100.9720500775299,101.17855263609547,100.46125033606536,100.9720500775299,113
2026-09-04 15:57:04.492587,101.07419154853056,101.17043509421619,100.87863864298413,101.07419154853056,341
